case_id,activity,timestamp,resource,department,region,role,lifecycle
EMP-0034,Compliance Training Assigned,2025-12-30 15:52,L&D_Nina,Learning & Development,EMEA,Finance Associate,complete
EMP-0034,Compliance Training Completed,2026-01-01 15:57,L&D_Raj,Learning & Development,EMEA,Finance Associate,complete
EMP-0034,Team Introduction Meeting,2026-01-02 16:20,Mgr_Dana,Management,EMEA,Finance Associate,complete
EMP-0034,Buddy Assignment,2026-01-03 9:17,Mgr_Chen,Management,EMEA,Finance Associate,complete
EMP-0034,System Access Granted,2026-01-05 14:32,Security_Eva,IT Security,EMEA,Finance Associate,complete
EMP-0034,First Week Check-in,2026-01-09 12:54,Mgr_Alex,Human Resources,EMEA,Finance Associate,complete
EMP-0034,30-Day Review,2026-01-30 8:11,Mgr_Dana,Management,EMEA,Finance Associate,complete
EMP-0034,Onboarding Complete,2026-02-02 9:09,HR_Mike,Human Resources,EMEA,Finance Associate,complete
EMP-0035,Offer Accepted,2025-09-17 11:00,HR_Mike,Human Resources,EMEA,Marketing Specialist,complete
EMP-0035,Background Check Initiated,2025-09-17 16:01,HR_Sarah,Human Resources,EMEA,Marketing Specialist,complete
EMP-0035,Background Check Completed,2025-09-22 9:06,Vendor_BGCheck,External Vendor,EMEA,Marketing Specialist,complete
EMP-0035,IT Account Creation,2025-09-22 12:36,IT_John,IT Department,EMEA,Marketing Specialist,complete
EMP-0035,Equipment Provisioning,2025-09-23 9:06,Logistics_Tom,IT Department,EMEA,Marketing Specialist,complete
EMP-0035,Compliance Training Assigned,2025-09-23 15:40,L&D_Nina,Learning & Development,EMEA,Marketing Specialist,complete
EMP-0035,Compliance Training Completed,2025-09-26 9:08,L&D_Raj,Learning & Development,EMEA,Marketing Specialist,complete
EMP-0035,Team Introduction Meeting,2025-09-29 8:03,Mgr_Beth,Management,EMEA,Marketing Specialist,complete
EMP-0035,Buddy Assignment,2025-09-30 9:09,Mgr_Beth,Management,EMEA,Marketing Specialist,complete
EMP-0035,System Access Granted,2025-09-30 13:23,IT_Carlos,IT Security,EMEA,Marketing Specialist,complete
EMP-0035,First Week Check-in,2025-10-06 17:41,HR_Mike,Human Resources,EMEA,Marketing Specialist,complete
EMP-0035,30-Day Review,2025-10-28 9:09,Mgr_Alex,Management,EMEA,Marketing Specialist,complete
EMP-0035,Onboarding Complete,2025-10-30 8:22,HR_Priya,Human Resources,EMEA,Marketing Specialist,complete
EMP-0036,Offer Accepted,2025-08-04 16:00,HR_Priya,Human Resources,EMEA,Software Engineer,complete
EMP-0036,Background Check Initiated,2025-08-05 9:30,HR_Sarah,Human Resources,EMEA,Software Engineer,complete
EMP-0036,Background Check Completed,2025-08-08 8:20,Vendor_Sterling,External Vendor,EMEA,Software Engineer,complete
EMP-0036,IT Account Creation,2025-08-09 9:03,IT_John,IT Department,EMEA,Software Engineer,complete
EMP-0036,Equipment Provisioning,2025-08-11 16:47,Logistics_Tom,IT Department,EMEA,Software Engineer,complete
EMP-0036,Compliance Training Assigned,2025-08-12 9:09,L&D_Nina,Learning & Development,EMEA,Software Engineer,complete
EMP-0036,Compliance Training Completed,2025-08-13 17:42,L&D_Raj,Learning & Development,EMEA,Software Engineer,complete
EMP-0037,Offer Accepted,2025-10-21 12:00,HR_Sarah,Human Resources,EMEA,Product Manager,complete
EMP-0037,Background Check Initiated,2025-10-21 17:22,HR_Sarah,Human Resources,EMEA,Product Manager,complete
EMP-0037,Background Check Completed,2025-10-28 9:12,Vendor_Sterling,External Vendor,EMEA,Product Manager,complete
EMP-0037,IT Account Creation,2025-10-28 10:12,IT_John,IT Department,EMEA,Product Manager,complete
EMP-0037,Equipment Provisioning,2025-10-29 9:18,Logistics_Tom,IT Department,EMEA,Product Manager,complete
EMP-0037,Compliance Training Assigned,2025-10-29 10:18,L&D_Raj,Learning & Development,EMEA,Product Manager,complete
EMP-0037,Compliance Training Completed,2025-10-31 8:01,L&D_Nina,Learning & Development,EMEA,Product Manager,complete
EMP-0037,Team Introduction Meeting,2025-11-03 13:46,Mgr_Beth,Management,EMEA,Product Manager,complete
EMP-0038,Offer Accepted,2025-11-24 9:00,HR_Mike,Human Resources,EMEA,Data Analyst,complete
EMP-0038,Background Check Initiated,2025-11-24 16:00,HR_Priya,Human Resources,EMEA,Data Analyst,complete
EMP-0038,Background Check Completed,2025-11-27 17:46,Vendor_BGCheck,External Vendor,EMEA,Data Analyst,complete
EMP-0038,IT Account Creation,2025-11-28 8:17,IT_Carlos,IT Department,EMEA,Data Analyst,complete
EMP-0038,Equipment Provisioning,2025-11-28 15:44,IT_Aisha,IT Department,EMEA,Data Analyst,complete
EMP-0038,Compliance Training Assigned,2025-11-28 16:44,L&D_Nina,Learning & Development,EMEA,Data Analyst,complete
EMP-0038,Compliance Training Completed,2025-12-01 15:50,L&D_Raj,Learning & Development,EMEA,Data Analyst,complete
EMP-0038,Team Introduction Meeting,2025-12-03 9:09,Mgr_Dana,Management,EMEA,Data Analyst,complete
EMP-0038,Buddy Assignment,2025-12-03 17:01,Mgr_Chen,Management,EMEA,Data Analyst,complete
EMP-0039,Offer Accepted,2025-11-24 9:00,HR_Sarah,Human Resources,Americas,Software Engineer,complete
EMP-0039,Background Check Initiated,2025-11-24 10:00,HR_Priya,Human Resources,Americas,Software Engineer,complete
EMP-0039,Background Check Completed,2025-12-01 8:06,Vendor_Sterling,External Vendor,Americas,Software Engineer,complete
EMP-0039,IT Account Creation,2025-12-01 10:53,IT_Carlos,IT Department,Americas,Software Engineer,complete
EMP-0039,Equipment Provisioning,2025-12-03 9:02,IT_John,IT Department,Americas,Software Engineer,complete
EMP-0039,Compliance Training Assigned,2025-12-03 13:46,HR_Sarah,Learning & Development,Americas,Software Engineer,complete
EMP-0039,Compliance Training Completed,2025-12-05 9:05,L&D_Nina,Learning & Development,Americas,Software Engineer,complete
EMP-0039,Team Introduction Meeting,2025-12-08 8:05,Mgr_Alex,Management,Americas,Software Engineer,complete
EMP-0039,Buddy Assignment,2025-12-08 11:51,Mgr_Dana,Management,Americas,Software Engineer,complete
EMP-0039,System Access Granted,2025-12-08 15:43,Security_Eva,IT Security,Americas,Software Engineer,complete
EMP-0039,First Week Check-in,2025-12-15 14:39,Mgr_Beth,Human Resources,Americas,Software Engineer,complete
EMP-0039,30-Day Review,2026-01-05 15:20,Mgr_Chen,Management,Americas,Software Engineer,complete
EMP-0039,Onboarding Complete,2026-01-07 9:01,HR_Sarah,Human Resources,Americas,Software Engineer,complete
EMP-0040,Offer Accepted,2025-09-12 15:00,HR_Sarah,Human Resources,Americas,Customer Support Lead,complete
EMP-0040,Background Check Initiated,2025-09-12 17:56,HR_Priya,Human Resources,Americas,Customer Support Lead,complete
EMP-0040,Background Check Completed,2025-09-16 9:07,Vendor_Sterling,External Vendor,Americas,Customer Support Lead,complete
EMP-0040,IT Account Creation,2025-09-16 16:41,IT_Carlos,IT Department,Americas,Customer Support Lead,complete
EMP-0040,Equipment Provisioning,2025-09-17 8:18,Logistics_Tom,IT Department,Americas,Customer Support Lead,complete
EMP-0040,Equipment Provisioning,2025-09-18 8:25,IT_John,IT Department,Americas,Customer Support Lead,complete
EMP-0040,Compliance Training Assigned,2025-09-18 10:02,L&D_Nina,Learning & Development,Americas,Customer Support Lead,complete
EMP-0040,Compliance Training Completed,2025-09-22 17:28,L&D_Nina,Learning & Development,Americas,Customer Support Lead,complete
EMP-0040,Team Introduction Meeting,2025-09-23 17:45,Mgr_Beth,Management,Americas,Customer Support Lead,complete
EMP-0040,Buddy Assignment,2025-09-24 9:20,Mgr_Beth,Management,Americas,Customer Support Lead,complete
EMP-0040,System Access Granted,2025-09-24 13:46,IT_Carlos,IT Security,Americas,Customer Support Lead,complete
EMP-0040,First Week Check-in,2025-09-29 11:04,HR_Mike,Human Resources,Americas,Customer Support Lead,complete
EMP-0040,30-Day Review,2025-10-20 8:02,Mgr_Alex,Management,Americas,Customer Support Lead,complete
EMP-0040,Onboarding Complete,2025-10-21 12:57,HR_Sarah,Human Resources,Americas,Customer Support Lead,complete
EMP-0041,Offer Accepted,2025-09-17 15:00,HR_Priya,Human Resources,Americas,Customer Support Lead,complete
EMP-0041,Background Check Initiated,2025-09-18 9:09,HR_Priya,Human Resources,Americas,Customer Support Lead,complete
EMP-0041,Background Check Completed,2025-09-23 9:12,Vendor_Sterling,External Vendor,Americas,Customer Support Lead,complete
EMP-0041,IT Account Creation,2025-09-23 14:54,IT_Carlos,IT Department,Americas,Customer Support Lead,complete
EMP-0041,Equipment Provisioning,2025-09-24 11:36,Logistics_Tom,IT Department,Americas,Customer Support Lead,complete
EMP-0041,Compliance Training Assigned,2025-09-24 12:36,L&D_Nina,Learning & Development,Americas,Customer Support Lead,complete
EMP-0041,Compliance Training Completed,2025-09-25 12:22,L&D_Raj,Learning & Development,Americas,Customer Support Lead,complete
EMP-0041,Team Introduction Meeting,2025-09-27 9:02,Mgr_Alex,Management,Americas,Customer Support Lead,complete
EMP-0041,Buddy Assignment,2025-09-30 9:28,Mgr_Dana,Management,Americas,Customer Support Lead,complete
EMP-0041,System Access Granted,2025-09-30 12:58,IT_Carlos,IT Security,Americas,Customer Support Lead,complete
EMP-0041,First Week Check-in,2025-10-06 8:19,Mgr_Alex,Human Resources,Americas,Customer Support Lead,complete
EMP-0041,30-Day Review,2025-10-28 9:00,Mgr_Alex,Management,Americas,Customer Support Lead,complete
EMP-0041,Onboarding Complete,2025-10-30 9:38,HR_Sarah,Human Resources,Americas,Customer Support Lead,complete
EMP-0042,Offer Accepted,2025-12-22 12:00,HR_Sarah,Human Resources,Americas,Software Engineer,complete
EMP-0042,Background Check Initiated,2025-12-23 9:24,HR_Sarah,Human Resources,Americas,Software Engineer,complete
EMP-0042,Background Check Completed,2025-12-26 8:15,Vendor_Sterling,External Vendor,Americas,Software Engineer,complete
EMP-0042,IT Account Creation,2025-12-26 12:25,IT_Aisha,IT Department,Americas,Software Engineer,complete
EMP-0042,Equipment Provisioning,2025-12-26 17:09,IT_John,IT Department,Americas,Software Engineer,complete
EMP-0042,Compliance Training Assigned,2025-12-27 9:18,L&D_Nina,Learning & Development,Americas,Software Engineer,complete
EMP-0042,Compliance Training Completed,2025-12-30 9:20,L&D_Raj,Learning & Development,Americas,Software Engineer,complete
EMP-0042,Team Introduction Meeting,2025-12-31 9:02,Mgr_Dana,Management,Americas,Software Engineer,complete
EMP-0042,Buddy Assignment,2025-12-31 14:27,Mgr_Chen,Management,Americas,Software Engineer,complete
EMP-0043,Offer Accepted,2025-10-13 10:00,HR_Mike,Human Resources,EMEA,Supply Chain Analyst,complete
EMP-0043,Background Check Initiated,2025-10-13 11:50,HR_Mike,Human Resources,EMEA,Supply Chain Analyst,complete
EMP-0043,Background Check Completed,2025-10-24 9:22,Vendor_Sterling,External Vendor,EMEA,Supply Chain Analyst,complete
EMP-0043,IT Account Creation,2025-10-25 9:09,IT_Carlos,IT Department,EMEA,Supply Chain Analyst,complete
EMP-0043,Equipment Provisioning,2025-10-27 9:04,IT_Aisha,IT Department,EMEA,Supply Chain Analyst,complete
EMP-0043,Compliance Training Assigned,2025-10-27 16:01,L&D_Raj,Learning & Development,EMEA,Supply Chain Analyst,complete
EMP-0043,Compliance Training Completed,2025-10-29 17:15,L&D_Nina,Learning & Development,EMEA,Supply Chain Analyst,complete
EMP-0043,Team Introduction Meeting,2025-10-30 10:22,Mgr_Dana,Management,EMEA,Supply Chain Analyst,complete
EMP-0043,Buddy Assignment,2025-10-31 8:02,Mgr_Chen,Management,EMEA,Supply Chain Analyst,complete
EMP-0043,System Access Granted,2025-10-31 13:06,IT_Carlos,IT Security,EMEA,Supply Chain Analyst,complete
EMP-0043,First Week Check-in,2025-11-04 12:13,Mgr_Alex,Human Resources,EMEA,Supply Chain Analyst,complete
EMP-0043,30-Day Review,2025-11-25 8:03,Mgr_Dana,Management,EMEA,Supply Chain Analyst,complete
EMP-0043,Onboarding Complete,2025-11-26 8:27,HR_Priya,Human Resources,EMEA,Supply Chain Analyst,complete
EMP-0044,Offer Accepted,2025-07-01 11:00,HR_Priya,Human Resources,Americas,Finance Associate,complete
EMP-0044,Background Check Initiated,2025-07-01 12:14,HR_Mike,Human Resources,Americas,Finance Associate,complete
EMP-0044,Background Check Completed,2025-07-07 10:27,Vendor_Sterling,External Vendor,Americas,Finance Associate,complete
EMP-0044,IT Account Creation,2025-07-08 8:20,IT_Aisha,IT Department,Americas,Finance Associate,complete
EMP-0044,Equipment Provisioning,2025-07-08 15:33,IT_John,IT Department,Americas,Finance Associate,complete
EMP-0044,Compliance Training Assigned,2025-07-09 9:06,L&D_Nina,Learning & Development,Americas,Finance Associate,complete
EMP-0044,Compliance Training Completed,2025-07-11 9:17,L&D_Nina,Learning & Development,Americas,Finance Associate,complete
EMP-0044,Team Introduction Meeting,2025-07-14 8:29,Mgr_Chen,Management,Americas,Finance Associate,complete
EMP-0044,Buddy Assignment,2025-07-14 14:06,Mgr_Dana,Management,Americas,Finance Associate,complete
EMP-0044,System Access Granted,2025-07-14 16:23,Security_Eva,IT Security,Americas,Finance Associate,complete
EMP-0044,First Week Check-in,2025-07-21 17:33,HR_Sarah,Human Resources,Americas,Finance Associate,complete
EMP-0044,30-Day Review,2025-08-11 8:00,HR_Priya,Management,Americas,Finance Associate,complete
EMP-0044,Onboarding Complete,2025-08-12 10:09,HR_Sarah,Human Resources,Americas,Finance Associate,complete
EMP-0045,Offer Accepted,2025-08-11 9:00,HR_Sarah,Human Resources,EMEA,Software Engineer,complete
EMP-0045,Background Check Initiated,2025-08-11 12:53,HR_Sarah,Human Resources,EMEA,Software Engineer,complete
EMP-0045,Background Check Completed,2025-08-18 8:14,Vendor_BGCheck,External Vendor,EMEA,Software Engineer,complete
EMP-0045,IT Account Creation,2025-08-18 12:36,IT_Carlos,IT Department,EMEA,Software Engineer,complete
EMP-0045,Equipment Provisioning,2025-08-19 8:26,IT_John,IT Department,EMEA,Software Engineer,complete
EMP-0045,Compliance Training Assigned,2025-08-19 13:57,L&D_Nina,Learning & Development,EMEA,Software Engineer,complete
EMP-0045,Compliance Training Completed,2025-08-22 9:29,L&D_Raj,Learning & Development,EMEA,Software Engineer,complete
EMP-0045,Team Introduction Meeting,2025-08-25 8:16,Mgr_Chen,Management,EMEA,Software Engineer,complete
EMP-0045,Buddy Assignment,2025-08-25 16:39,Mgr_Dana,Management,EMEA,Software Engineer,complete
EMP-0045,System Access Granted,2025-08-26 9:26,Security_Eva,IT Security,EMEA,Software Engineer,complete
EMP-0045,First Week Check-in,2025-08-29 17:22,Mgr_Beth,Human Resources,EMEA,Software Engineer,complete
EMP-0045,30-Day Review,2025-09-23 9:07,Mgr_Dana,Management,EMEA,Software Engineer,complete
EMP-0045,Onboarding Complete,2025-09-24 8:17,HR_Sarah,Human Resources,EMEA,Software Engineer,complete
EMP-0046,Offer Accepted,2025-10-07 12:00,HR_Mike,Human Resources,APAC,Product Manager,complete
EMP-0046,Background Check Initiated,2025-10-07 17:08,HR_Mike,Human Resources,APAC,Product Manager,complete
EMP-0046,Background Check Completed,2025-10-10 9:29,Vendor_Sterling,External Vendor,APAC,Product Manager,complete
EMP-0046,IT Account Creation,2025-10-10 10:29,IT_John,IT Department,APAC,Product Manager,complete
EMP-0046,Equipment Provisioning,2025-10-10 14:57,IT_Aisha,IT Department,APAC,Product Manager,complete
EMP-0046,Compliance Training Assigned,2025-10-11 9:23,L&D_Nina,Learning & Development,APAC,Product Manager,complete
EMP-0046,Compliance Training Completed,2025-10-13 13:32,L&D_Raj,Learning & Development,APAC,Product Manager,complete
EMP-0046,Compliance Training Assigned,2025-10-13 15:44,HR_Sarah,Learning & Development,APAC,Product Manager,complete
EMP-0046,Compliance Training Completed,2025-10-16 8:14,L&D_Raj,Learning & Development,APAC,Product Manager,complete
EMP-0046,Team Introduction Meeting,2025-10-17 9:11,Mgr_Chen,Management,APAC,Product Manager,complete
EMP-0046,Buddy Assignment,2025-10-17 16:55,Mgr_Dana,Management,APAC,Product Manager,complete
EMP-0046,System Access Granted,2025-10-18 9:14,IT_Carlos,IT Security,APAC,Product Manager,complete
EMP-0046,First Week Check-in,2025-10-22 17:35,HR_Mike,Human Resources,APAC,Product Manager,complete
EMP-0046,30-Day Review,2025-11-13 9:22,Mgr_Beth,Management,APAC,Product Manager,complete
EMP-0046,Onboarding Complete,2025-11-14 8:18,HR_Mike,Human Resources,APAC,Product Manager,complete
EMP-0047,Offer Accepted,2025-08-29 15:00,HR_Priya,Human Resources,EMEA,Software Engineer,complete
EMP-0047,Background Check Initiated,2025-08-30 9:29,HR_Mike,Human Resources,EMEA,Software Engineer,complete
EMP-0047,Background Check Completed,2025-09-03 9:38,Vendor_Sterling,External Vendor,EMEA,Software Engineer,complete
EMP-0047,IT Account Creation,2025-09-03 15:20,IT_Carlos,IT Department,EMEA,Software Engineer,complete
EMP-0047,Equipment Provisioning,2025-09-05 8:25,Logistics_Tom,IT Department,EMEA,Software Engineer,complete
EMP-0047,Compliance Training Assigned,2025-09-05 10:09,HR_Sarah,Learning & Development,EMEA,Software Engineer,complete
EMP-0047,Compliance Training Completed,2025-09-09 9:15,L&D_Nina,Learning & Development,EMEA,Software Engineer,complete
EMP-0047,Team Introduction Meeting,2025-09-11 9:04,Mgr_Chen,Management,EMEA,Software Engineer,complete
EMP-0047,Buddy Assignment,2025-09-11 10:04,Mgr_Alex,Management,EMEA,Software Engineer,complete
EMP-0047,System Access Granted,2025-09-11 12:28,Security_Eva,IT Security,EMEA,Software Engineer,complete
EMP-0047,First Week Check-in,2025-09-17 8:03,Mgr_Beth,Human Resources,EMEA,Software Engineer,complete
EMP-0047,30-Day Review,2025-10-08 9:00,Mgr_Beth,Management,EMEA,Software Engineer,complete
EMP-0047,Onboarding Complete,2025-10-09 11:58,HR_Mike,Human Resources,EMEA,Software Engineer,complete
EMP-0048,Offer Accepted,2025-12-15 12:00,HR_Mike,Human Resources,APAC,Data Analyst,complete
EMP-0048,Background Check Initiated,2025-12-15 14:47,HR_Priya,Human Resources,APAC,Data Analyst,complete
EMP-0048,Background Check Completed,2025-12-18 16:52,Vendor_Sterling,External Vendor,APAC,Data Analyst,complete
EMP-0048,IT Account Creation,2025-12-19 8:20,IT_John,IT Department,APAC,Data Analyst,complete
EMP-0048,Equipment Provisioning,2025-12-23 9:27,IT_Aisha,IT Department,APAC,Data Analyst,complete
EMP-0048,Compliance Training Assigned,2025-12-23 13:58,L&D_Raj,Learning & Development,APAC,Data Analyst,complete
EMP-0048,Compliance Training Completed,2025-12-26 9:27,L&D_Raj,Learning & Development,APAC,Data Analyst,complete
EMP-0048,Team Introduction Meeting,2025-12-29 8:30,Mgr_Chen,Management,APAC,Data Analyst,complete
EMP-0048,Buddy Assignment,2025-12-29 14:33,Mgr_Dana,Management,APAC,Data Analyst,complete
EMP-0048,System Access Granted,2025-12-29 17:41,IT_John,IT Security,APAC,Data Analyst,complete
EMP-0048,First Week Check-in,2026-01-05 8:19,HR_Sarah,Human Resources,APAC,Data Analyst,complete
EMP-0048,30-Day Review,2026-01-26 12:07,Mgr_Beth,Management,APAC,Data Analyst,complete
EMP-0048,Onboarding Complete,2026-01-27 14:26,HR_Priya,Human Resources,APAC,Data Analyst,complete
EMP-0049,Offer Accepted,2025-12-23 14:00,HR_Sarah,Human Resources,EMEA,Marketing Specialist,complete
EMP-0049,Background Check Initiated,2025-12-24 9:24,HR_Priya,Human Resources,EMEA,Marketing Specialist,complete
EMP-0049,Background Check Completed,2025-12-29 8:22,Vendor_BGCheck,External Vendor,EMEA,Marketing Specialist,complete
EMP-0049,IT Account Creation,2025-12-29 15:04,IT_Aisha,IT Department,EMEA,Marketing Specialist,complete
EMP-0049,Equipment Provisioning,2025-12-31 8:05,Logistics_Tom,IT Department,EMEA,Marketing Specialist,complete
EMP-0049,Equipment Provisioning,2026-01-01 8:09,IT_John,IT Department,EMEA,Marketing Specialist,complete
EMP-0049,Compliance Training Assigned,2026-01-01 9:09,HR_Sarah,Learning & Development,EMEA,Marketing Specialist,complete
EMP-0049,Compliance Training Completed,2026-01-02 17:01,L&D_Raj,Learning & Development,EMEA,Marketing Specialist,complete
EMP-0049,Team Introduction Meeting,2026-01-05 8:25,Mgr_Alex,Management,EMEA,Marketing Specialist,complete
EMP-0049,Buddy Assignment,2026-01-05 15:01,Mgr_Chen,Management,EMEA,Marketing Specialist,complete
EMP-0049,System Access Granted,2026-01-06 9:11,IT_Carlos,IT Security,EMEA,Marketing Specialist,complete
EMP-0049,First Week Check-in,2026-01-13 8:13,HR_Mike,Human Resources,EMEA,Marketing Specialist,complete
EMP-0049,30-Day Review,2026-02-04 9:07,HR_Priya,Management,EMEA,Marketing Specialist,complete
EMP-0049,Onboarding Complete,2026-02-05 8:13,HR_Priya,Human Resources,EMEA,Marketing Specialist,complete
EMP-0050,Offer Accepted,2025-12-22 14:00,HR_Priya,Human Resources,APAC,Product Manager,complete
EMP-0050,Background Check Initiated,2025-12-23 9:21,HR_Sarah,Human Resources,APAC,Product Manager,complete
EMP-0050,Background Check Completed,2025-12-24 8:15,Vendor_BGCheck,External Vendor,APAC,Product Manager,complete
EMP-0050,IT Account Creation,2025-12-24 17:12,IT_John,IT Department,APAC,Product Manager,complete
EMP-0050,Equipment Provisioning,2025-12-26 8:14,Logistics_Tom,IT Department,APAC,Product Manager,complete
EMP-0050,Compliance Training Assigned,2025-12-26 9:16,L&D_Nina,Learning & Development,APAC,Product Manager,complete
EMP-0050,Compliance Training Completed,2025-12-29 8:14,L&D_Raj,Learning & Development,APAC,Product Manager,complete
EMP-0050,Team Introduction Meeting,2025-12-30 10:57,Mgr_Alex,Management,APAC,Product Manager,complete
EMP-0050,Buddy Assignment,2025-12-30 17:17,Mgr_Dana,Management,APAC,Product Manager,complete
EMP-0050,System Access Granted,2025-12-31 9:28,IT_Carlos,IT Security,APAC,Product Manager,complete
EMP-0050,First Week Check-in,2026-01-07 15:58,HR_Mike,Human Resources,APAC,Product Manager,complete
EMP-0050,30-Day Review,2026-01-29 8:02,Mgr_Dana,Management,APAC,Product Manager,complete
EMP-0050,Onboarding Complete,2026-01-30 10:02,HR_Mike,Human Resources,APAC,Product Manager,complete
EMP-0051,Offer Accepted,2025-11-28 15:00,HR_Mike,Human Resources,EMEA,UX Designer,complete
EMP-0051,Background Check Initiated,2025-11-29 9:06,HR_Mike,Human Resources,EMEA,UX Designer,complete
EMP-0051,Background Check Completed,2025-12-04 16:19,Vendor_Sterling,External Vendor,EMEA,UX Designer,complete
EMP-0051,IT Account Creation,2025-12-05 8:03,IT_John,IT Department,EMEA,UX Designer,complete
EMP-0051,Equipment Provisioning,2025-12-06 9:12,Logistics_Tom,IT Department,EMEA,UX Designer,complete
EMP-0051,Compliance Training Assigned,2025-12-08 13:20,L&D_Nina,Learning & Development,EMEA,UX Designer,complete
EMP-0051,Compliance Training Completed,2025-12-10 8:18,L&D_Raj,Learning & Development,EMEA,UX Designer,complete
EMP-0051,Team Introduction Meeting,2025-12-11 12:08,Mgr_Chen,Management,EMEA,UX Designer,complete
EMP-0051,Buddy Assignment,2025-12-12 9:00,Mgr_Dana,Management,EMEA,UX Designer,complete
EMP-0051,System Access Granted,2025-12-12 15:04,IT_Carlos,IT Security,EMEA,UX Designer,complete
EMP-0051,First Week Check-in,2025-12-17 8:00,HR_Sarah,Human Resources,EMEA,UX Designer,complete
EMP-0051,30-Day Review,2026-01-07 9:29,HR_Priya,Management,EMEA,UX Designer,complete
EMP-0051,Onboarding Complete,2026-01-08 8:23,HR_Mike,Human Resources,EMEA,UX Designer,complete
EMP-0052,Offer Accepted,2025-09-12 11:00,HR_Priya,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0052,Background Check Initiated,2025-09-12 14:06,HR_Mike,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0052,Background Check Completed,2025-09-16 9:21,Vendor_BGCheck,External Vendor,APAC,Supply Chain Analyst,complete
EMP-0052,IT Account Creation,2025-09-17 9:20,IT_John,IT Department,APAC,Supply Chain Analyst,complete
EMP-0052,Equipment Provisioning,2025-09-18 9:28,Logistics_Tom,IT Department,APAC,Supply Chain Analyst,complete
EMP-0052,Compliance Training Assigned,2025-09-18 15:13,L&D_Raj,Learning & Development,APAC,Supply Chain Analyst,complete
EMP-0052,Compliance Training Completed,2025-09-22 12:54,L&D_Nina,Learning & Development,APAC,Supply Chain Analyst,complete
EMP-0052,Team Introduction Meeting,2025-09-23 16:12,Mgr_Chen,Management,APAC,Supply Chain Analyst,complete
EMP-0052,Buddy Assignment,2025-09-24 8:25,Mgr_Dana,Management,APAC,Supply Chain Analyst,complete
EMP-0052,System Access Granted,2025-09-24 10:52,IT_John,IT Security,APAC,Supply Chain Analyst,complete
EMP-0052,First Week Check-in,2025-09-29 8:18,Mgr_Alex,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0052,30-Day Review,2025-10-17 9:23,Mgr_Beth,Management,APAC,Supply Chain Analyst,complete
EMP-0052,Onboarding Complete,2025-10-21 9:02,HR_Mike,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0053,Offer Accepted,2025-09-22 10:00,HR_Priya,Human Resources,Americas,UX Designer,complete
EMP-0053,Background Check Initiated,2025-09-22 15:18,HR_Mike,Human Resources,Americas,UX Designer,complete
EMP-0053,Background Check Completed,2025-09-25 13:58,Vendor_Sterling,External Vendor,Americas,UX Designer,complete
EMP-0053,IT Account Creation,2025-09-26 9:26,IT_John,IT Department,Americas,UX Designer,complete
EMP-0053,Equipment Provisioning,2025-09-27 9:08,IT_Aisha,IT Department,Americas,UX Designer,complete
EMP-0053,Compliance Training Assigned,2025-09-30 9:30,L&D_Nina,Learning & Development,Americas,UX Designer,complete
EMP-0053,Compliance Training Completed,2025-10-02 11:34,L&D_Raj,Learning & Development,Americas,UX Designer,complete
EMP-0053,Team Introduction Meeting,2025-10-03 12:27,Mgr_Alex,Management,Americas,UX Designer,complete
EMP-0053,Buddy Assignment,2025-10-04 9:14,Mgr_Alex,Management,Americas,UX Designer,complete
EMP-0053,System Access Granted,2025-10-06 14:12,IT_Aisha,IT Security,Americas,UX Designer,complete
EMP-0053,First Week Check-in,2025-10-14 9:24,HR_Mike,Human Resources,Americas,UX Designer,complete
EMP-0053,30-Day Review,2025-11-04 9:27,Mgr_Dana,Management,Americas,UX Designer,complete
EMP-0053,Onboarding Complete,2025-11-05 13:13,HR_Priya,Human Resources,Americas,UX Designer,complete
EMP-0054,Offer Accepted,2025-10-02 16:00,HR_Sarah,Human Resources,APAC,UX Designer,complete
EMP-0054,Background Check Initiated,2025-10-03 9:14,HR_Mike,Human Resources,APAC,UX Designer,complete
EMP-0054,Background Check Completed,2025-10-07 17:32,Vendor_Sterling,External Vendor,APAC,UX Designer,complete
EMP-0054,IT Account Creation,2025-10-08 8:18,IT_Aisha,IT Department,APAC,UX Designer,complete
EMP-0054,Equipment Provisioning,2025-10-09 8:26,Logistics_Tom,IT Department,APAC,UX Designer,complete
EMP-0054,Compliance Training Assigned,2025-10-09 10:27,L&D_Nina,Learning & Development,APAC,UX Designer,complete
EMP-0054,Compliance Training Completed,2025-10-13 8:27,L&D_Nina,Learning & Development,APAC,UX Designer,complete
EMP-0054,Team Introduction Meeting,2025-10-14 8:53,Mgr_Beth,Management,APAC,UX Designer,complete
EMP-0054,Buddy Assignment,2025-10-15 9:15,Mgr_Alex,Management,APAC,UX Designer,complete
EMP-0054,System Access Granted,2025-10-15 10:15,IT_Carlos,IT Security,APAC,UX Designer,complete
EMP-0054,First Week Check-in,2025-10-22 9:29,HR_Mike,Human Resources,APAC,UX Designer,complete
EMP-0054,30-Day Review,2025-11-12 8:20,Mgr_Alex,Management,APAC,UX Designer,complete
